query_product,query_leaf_category,precision@5,recall,average_precision
"ShowTime Women's Full Coverage, T-Shirt Bra",bras,1.0,0.006273525721455458,1.0
Numero Uno Striped Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
Dispowear Men's Brief,men brief pack 10,1.0,0.0010113268608414239,1.0
Aardee Eiffel Tower Design Art Thick Fabric Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
Ermani Export Printed Single Quilts & Comforters Multicolor,blankets quilts dohars,1.0,0.03424657534246575,1.0
Leaf Men's Solid Formal Shirt,formal shirts,1.0,0.05102040816326531,1.0
Jaipurkurti Striped Women's Straight Kurta,kurta,1.0,0.0010113268608414239,1.0
Indian Charm Glass Necklace,necklaces,1.0,0.003961965134706815,1.0
Entease Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Knox Kadhai 4 L,woks kadhais,1.0,0.06944444444444445,1.0
Heevaw Full Sleeve Printed Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
Platignum Studio Fountain Pen,studio fountain pen blue,1.0,0.021645021645021644,1.0
Raju Purse Collection Shoulder Bag,shoulder bag orange,1.0,0.024390243902439025,1.0
INDIRANG Baby Girl's Pyjama,baby girl pyjama pack,1.0,0.0010113268608414239,1.0
Miss Chase Women's Bandage Dress,dresses,1.0,0.013966480446927373,1.0
Utsokt Brass Jewel Set,jewellery,1.0,0.042735042735042736,1.0
Omtex Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Neyth Cotton Set of Towels,baby bath towels,1.0,0.38461538461538464,1.0
Proline Full Sleeve Solid Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
Rockmantra Abstrcts 9 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Ir Acc Casual 3/4 Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Pearlz Ocean Alloy Jewel Set,jewellery,1.0,0.042735042735042736,1.0
"Kool Kidz DMK-001-PR 01 Analog Watch  - For Boys, Girls",wrist watches,1.0,0.013123359580052493,1.0
Kasturi Women's Gathered Dress,dresses,1.0,0.013966480446927373,1.0
Rakshita Collection Sleeveless Solid Men's QUILTED Jacket,jackets,1.0,0.2631578947368421,1.0
Fun Box Dancing Duck,dancing duck multicolor,1.0,0.018796992481203006,1.0
Lapguard Acer Aspire 4741G-5464G50Mn Replacement 6 Cell Laptop Battery,batteries,1.0,0.07692307692307693,1.0
Kimmy Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Knotty Derby Riddle Boat Shoes,casual shoes,1.0,0.03067484662576687,1.0
Soie Classic Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Bless Ganesh Murti Showpiece  -  32 cm,religious idols,1.0,0.1,1.0
Speedwav 33649 Manual Rear View Mirror,33649 manual rear view mirror left,1.0,0.006082725060827251,1.0
Future Tech Metal Bangle,bangles,1.0,0.016233766233766232,1.0
Remax Micro USB Data Sync & Charging Cable USB Cable,cables,1.0,0.7142857142857143,1.0
Fun To See Reusable Sticker,stickers,1.0,0.03164556962025317,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,bath mats,1.0,0.009124087591240875,1.0
"Kipsta Rise Up S3 Basketball -   Size: 3,  Diameter: 17.5 cm",basketballs,1.0,0.25,1.0
Ploomz Fashion Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Attire By Kapsons Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Ocean Race Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Estella Fashion Acrylic, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
ortel earphone66 Earphone Cable Organizer,earphone66 earphone cable organizer,1.0,0.005720823798627002,1.0
"DressBerry Acrylic, Glass Necklace",necklaces,1.0,0.003961965134706815,1.0
Marcoland Casual Shoes,casual shoes,1.0,0.03067484662576687,1.0
Alisha Solid Women's Cycling Shorts,shorts,1.0,0.1,1.0
Bosch 2 607 001 514 Extra Hard Screwdriver Bit Set,screwdriver bit sets,1.0,0.7142857142857143,1.0
Saviour HPSAV VG W Saviour Vanguard -White Construction Helmet,safety helmets,1.0,0.5,1.0
"DailyObjects Back Cover for Apple iPad 2, 3, 4",cases covers,1.0,0.007886435331230283,1.0
"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",car bumper sticker fly mobile hold,1.0,0.006082725060827251,1.0
Miss Rich Women's Graphic Print Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Unique Design Mobile Stand Showpiece  -  15 cm,showpieces,1.0,0.04716981132075472,1.0
Vinnis Bella Resin Necklace,necklaces,1.0,0.003961965134706815,1.0
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",cases covers,1.0,0.007886435331230283,1.0
Allure Auto CM 1310 Car Mat Honda Brio,car mats,1.0,0.01160092807424594,1.0
Super Drool Designer Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter",19 5v 9a replacement charger vaio,1.0,0.29411764705882354,1.0
My Foot Women Flats,flats,1.0,0.06097560975609756,1.0
Miss Rich Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Nirosha Leather Bracelet,bracelets,1.0,0.02577319587628866,1.0
INDRICKA Casual Full Sleeve Solid Women's Top,casual sleeve solid women,0.8,0.8,0.8
Digisol DG-BG4100N,routers,1.0,0.032679738562091505,1.0
Raymond Abstract Single Blanket Yellow,blankets quilts dohars,1.0,0.03424657534246575,1.0
NEHP NEH0012 Showpiece  -  22.86 cm,showpieces,1.0,0.04716981132075472,1.0
Indian Charm Beads Glass Necklace,necklaces,1.0,0.003961965134706815,1.0
Yepme Graphic Print Women's V-neck Red T-Shirt,graphic print women neck red shirt,1.0,0.0010113268608414239,1.0
Sassoon Cotton Bath Towel,towels,1.0,0.06944444444444445,1.0
"NEVI Swarovski Crystal Alloy, Crystal Pendant",pendants lockets,1.0,0.4166666666666667,1.0
Karta P Bear With Game Art Plastic Pencil Box,pencil boxes,1.0,0.08064516129032258,1.0
"Jewel Touch Slacks Black Gemstone Decorated Lace Design Fabric, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Mi Dulce An'ya Solid Single Breasted Formal Boy's Blazer,solid single breasted formal boy,1.0,0.0010113268608414239,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
Galz4ever Blue Seed Bead Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Numero Uno Solid Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",cases covers,1.0,0.007886435331230283,1.0
Kimmy Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Proteens Boy's Printed Top & Capri Set,boy printed capri set,1.0,0.0010113268608414239,1.0
Oxyglow Fruit Massage Cream With Vitamin-E & Harbal Bleach Cream,combos kits,1.0,0.08928571428571429,1.0
Madaam Organic Cotton Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Ploomz Fashion Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Oleva Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Trinketbag Red Tie Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Colors Couture Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Tiedribbons Super Mom Tile Showpiece  -  28 cm,showpieces,1.0,0.04716981132075472,1.0
Posh 7 Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Goodwill Impex Casual 3/4 Sleeve Embroidered Women's Top,tops,1.0,0.015015015015015015,1.0
PG Handicrafts Metal Jewel Set,jewellery,1.0,0.042735042735042736,1.0
TeeMoods Casual Full Sleeve Striped Women's Top,tops,1.0,0.015015015015015015,1.0
Apkamart Radha Krishna Wall Hanging 15 Inch Showpiece  -  37 cm,religious idols,1.0,0.1,1.0
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",cases covers,1.0,0.007886435331230283,1.0
"Katalogue Women, Girls Heels",heels,1.0,0.04424778761061947,1.0
Unicott Full Sleeve Printed Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
Lapaya MNTR2BLU Rucksack  - 85 L,rucksacks,1.0,0.024390243902439025,1.0
Kyma Women's Empire Waist Dress,dresses,1.0,0.013966480446927373,1.0
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",bracelets armlets,1.0,0.15625,1.0
AW High Power Usb for Iphone 4 Lightning Cable,high power usb iphone lightning cable,1.0,0.005720823798627002,1.0
"Envoy Elegance Alloy, Acrylic Necklace",necklaces,1.0,0.003961965134706815,1.0
Radhika's World of Crafts Ganesha with Prabhavali Showpiece  -  19 cm,religious idols,1.0,0.1,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Oleva Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Sonata 87001SL01 Analog Watch  - For Women,wrist watches,1.0,0.013123359580052493,1.0
Nucode Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Thalgo Age Defence Sun Lotion - SPF 30 PA++,sunscreen,1.0,0.18518518518518517,1.0
Bells and Whistles Girl's A-line Dress,dresses,1.0,0.013966480446927373,1.0
Antshrike Men's Pyjama,men pyjama pack,1.0,0.3125,1.0
Crunchy Fashion Alloy Bracelet,bracelets,1.0,0.02577319587628866,1.0
carrol Women's Shrug,women shrug,1.0,0.5555555555555556,1.0
Hemali C Cup Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Miss Clyra Women's Brief Panty,women brief panty pack,1.0,0.5,1.0
PRINT SHAPES Red razer logo Laptop Skin with Mouse pad Combo Set,red razer logo laptop skin mou,1.0,0.011013215859030838,1.0
AAKAR Cartoon Cushions Cover,cushion covers,1.0,0.10416666666666667,1.0
X Gold India Red Beads Jhaler Metal Jewel Set,jewellery,1.0,0.042735042735042736,1.0
A Bit of Me Au Fait? Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Shopmania Printed-DESN-1299 Ceramic Mug,printed desn 1299 ceramic mug 300 ml,1.0,0.009633911368015413,1.0
My Addiction Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Fashion Fusion Alloy Yellow Gold Bangle Set,bangles,1.0,0.016233766233766232,1.0
Allure Auto CM 698 Car Mat Toyota Etios,car mats,1.0,0.01160092807424594,1.0
Wolfie Pro Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Rk Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Engage Rush and Urge Combo Set,combos,1.0,0.016181229773462782,1.0
kasemantra Back Cover for Apple iPad Mini,cases covers,1.0,0.007886435331230283,1.0
Wallmantra Abstract Colors Modern Art Wall Hanging Canvas Painting,paintings,1.0,0.3125,1.0
Oxolloxo Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Fille Divin Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Easy Gardening Home Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Luxemburg Sports Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Dongli Striped Baby Boy's Polo Neck T-Shirt,striped baby boy polo neck shirt pac,1.0,0.012953367875647668,1.0
Candy House Solid Men's Polo Neck T-Shirt,solid men polo neck shirt pack,1.0,0.2,1.0
Ploomz Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Allure Auto CM 1268 Car Mat Toyota Etios Liva,car mats,1.0,0.01160092807424594,1.0
meSleep Floral Cushions Cover,cushion covers,1.0,0.10416666666666667,1.0
HUNYBUNI Round Neck Women's Blouse,round neck women blouse,1.0,0.0010113268608414239,1.0
SHOPRIDER DESGINER MOUSEPAD-971 Mousepad,desginer mousepad 971 mousepad multic,1.0,0.011013215859030838,1.0
Karatcraft Klytie Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Prithish Better Than Having You For A Wife Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Jadoo Collections Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
"Voylla Cubic Zirconia Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Numero Uno Striped Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
TheLostPuppy Back Cover for Apple iPad Air 2,cases covers,1.0,0.007886435331230283,1.0
Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,tops,1.0,0.015015015015015015,1.0
Timex TI000I70600 Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Enwraps Utility Pouch America Miniature Bag Abstract Art Cloth Pencil Box,pencil boxes,1.0,0.08064516129032258,1.0
AapnoCrafts Acrylic Photo Frame,acrylic photo frame photo size 15,1.0,0.006711409395973154,1.0
Desigrrrl Women's Floral Print Casual Shirt,shirts,1.0,0.004105090311986864,1.0
next steps Baby Girl's Printed Top & Pyjama Set,baby girl printed pyjama set,1.0,0.5555555555555556,1.0
Allure Auto CM 1331 Car Mat Hyundai Verna Fluidic,car mats,1.0,0.01160092807424594,1.0
BlueStone The Ema Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Ovl Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Jewelnation Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Ryka Ben 10 Cartoon Art Rexine Cloth Pencil Box,pencil boxes,1.0,0.08064516129032258,1.0
Green Girgit GG_BHO Bird House,furniture,1.0,0.08771929824561403,1.0
Vastradi 3 Layer Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Durian Clinton/A/3 Leather 3 Seater Sofa,sofas sectionals,1.0,0.12195121951219512,1.0
Shoprider Casual Multicolor Genuine Leather Canvas  Clutch,casual multicolor genuine leather canv,1.0,0.024390243902439025,1.0
Mactree Genuine Leather Lace Up Shoes,formal shoes,1.0,0.11363636363636363,1.0
SK Dreams Fashion Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Colbrii Casual Full Sleeve Printed Women's Top,tops,1.0,0.015015015015015015,1.0
ARRA Fabric 3 Seater Sectional,sofas sectionals,1.0,0.12195121951219512,1.0
Yardley Red Roses Combo Set,combos,1.0,0.016181229773462782,1.0
Loco En Cabeza Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,wrist watches,1.0,0.013123359580052493,1.0
Sukkhi Brass Yellow Gold Bangle Set,bangles,1.0,0.016233766233766232,1.0
Marvel Cotton Bath Towel,baby bath towels,1.0,0.38461538461538464,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Northern Lights Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
APS Flip Cover for Apple iPad Air (1st Gen),cases covers,1.0,0.007886435331230283,1.0
Martini Women's Sheath Dress,dresses,1.0,0.013966480446927373,1.0
Advika Hand crafted bead necklace Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Reins Easy12 5 One Way Electrical Switch,switches dimmers,1.0,0.21739130434782608,1.0
AJ Dezines Boy's Kurta and Pyjama Set,boy kurta pyjama set,1.0,0.625,1.0
Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Amit Carpet Polyester Medium Door Mat ACI20160321,polyester medium door mat aci2016032,1.0,0.009124087591240875,1.0
Ocean Race Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Oros Mild Liquid Detergent with Conditioner Combo Set,combos,1.0,0.016181229773462782,1.0
Lapguard HP Pavilion dv5-1007ca 6 Cell Laptop Battery,batteries,1.0,0.07692307692307693,1.0
TSF Casual Shoes,casual shoes,1.0,0.03067484662576687,1.0
Pristine Towels Cotton Bath Towel,bath linen,1.0,0.009124087591240875,1.0
Anuradha Art Chabi Challa Brooch,chabi challa brooch pink,1.0,0.0017686593562079944,1.0
Pink Rose Alloy Bracelet,bracelets,1.0,0.02577319587628866,1.0
"Prithish Blue & Gold Heart, I Love You Ceramic Mug",coffee mugs,1.0,0.02512562814070352,1.0
Magiq Nice Merry Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Xtreme MB Windtone For Bajaj Discover 100 DTS-i 110 dB Vehicle Horn,vehicle horns,1.0,0.1282051282051282,1.0
SM Nutrition Men's Vest,men vest,1.0,0.45454545454545453,1.0
Zero Baby Girl's Leggings,baby girl leggings pack,1.0,0.012953367875647668,1.0
Allure Auto CM 1822 Car Mat Tata Safari,car mats,1.0,0.01160092807424594,1.0
Munchkin Mighty Grip Trainer Cup,sippers cups,1.0,0.012953367875647668,1.0
raju purse collection Shoulder Bag,shoulder bag blue pink,1.0,0.024390243902439025,1.0
Accessoreez Headlight LED Bulb for  TATA PRIMA,headlight led bulb tata prima,1.0,0.006082725060827251,1.0
Color Palatte Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
TEN TEN Women's Tan Mid Length Boots Boots,boots,1.0,0.05,1.0
Times SD_183 Casual Analog Watch  - For Women,wrist watches,1.0,0.013123359580052493,1.0
VRTYA Casual Short Sleeve Solid Women's Grey Top,casual short sleeve solid women grey,1.0,0.0010113268608414239,1.0
AMY Fantasy Art 1 A5 Notebook Spiral Bound,office supplies,1.0,0.23809523809523808,1.0
Indian Fashion Guru Artificial Jewellery Ceramic Necklace,necklaces,1.0,0.003961965134706815,1.0
"Chokree Baby Girl's, Girl's A-line Dress",baby girl girl line dress,1.0,0.012953367875647668,1.0
Vinex Pacer Basketball -   Size: 5,basketballs,1.0,0.25,1.0
Golden Girl Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Sonata 7078YL04 Fiber Collection Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,bangles,1.0,0.016233766233766232,1.0
My Addiction Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Lal Haveli Rajasthani Beautiful Wall Hanging Letter Box With Key Hanger Showpiece  -  47 cm,ethnic,1.0,0.038461538461538464,1.0
Cation Casual 3/4 Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Leading lady Women's Camisole,women camisole,0.0,0.0,0.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
Veakupia Casual Sleeveless Floral Print Women's Top,tops,1.0,0.015015015015015015,1.0
Xlr8 Activ Sizzle Combo Set,combos,1.0,0.016181229773462782,1.0
Tenda N6,routers,1.0,0.032679738562091505,1.0
Ona'S Rajasthani Puppet Showpiece  -  80 cm,showpieces,1.0,0.04716981132075472,1.0
Printland CMW1622 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
RIPR Women's Pyjama,women pyjama pack,1.0,0.45454545454545453,1.0
ETTI Esj33_brown Wood Necklace,necklaces,1.0,0.003961965134706815,1.0
Urbaano Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Younky Women's Sports Bra,bras,1.0,0.006273525721455458,1.0
Starmark Educational Building Blocks,educational building blocks multicolor,1.0,0.018796992481203006,1.0
"MOOI-ZAK Girls, Women Pink PU Sling Bag",girls women pink pu sling bag,1.0,0.024390243902439025,1.0
"DailyObjects Back Cover for Apple iPad 2, 3, 4",cases covers,1.0,0.007886435331230283,1.0
HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain,curtains,1.0,0.049019607843137254,1.0
Speedwav Vehicle Steering Knob,steering knobs,1.0,0.006082725060827251,1.0
Cherymoya Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Tetalee Casual Printed Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
Galz4ever Royal Designer Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Sonaxo School Lace Up Shoes,school shoes,1.0,0.625,1.0
GLAMWALK Festive Bellies,festive bellies,1.0,0.0049504950495049506,1.0
Seven Seas Rocker Pizza Cutter,pizza cutters,1.0,0.10416666666666667,1.0
Joyeria Milan Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Ritco lhst2 Faucet Set,lhst2 faucet set,1.0,0.07352941176470588,1.0
Maharaja Whiteline Neo (MX-147) 500 W Mixer Grinder,mixer juicer grinders,1.0,0.23809523809523808,1.0
Casotec Plexible LED Light 275013 Led Light USB Led Light,usb gadgets,1.0,0.04132231404958678,1.0
Oviyon Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Gold Dust QUA101 Card Reader Connection Kit Smart OTG Cable,qua101 card reader connection kit smar,1.0,0.005720823798627002,1.0
Prithish Super Hero Without Cape Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Allure Auto CM 334 Car Mat Hyundai Sonata Embera,car mats,1.0,0.01160092807424594,1.0
TeesTadka Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Bells and Whistles Solid Girl's Jumpsuit,solid girl jumpsuit,1.0,0.0010113268608414239,1.0
Bottoms More Slim Fit Women's Trousers,trousers,1.0,0.078125,1.0
Police Slim Fit Men's Jeans,jeans,1.0,0.044642857142857144,1.0
Netgear D3600 N600 Dual Band Gigabit Wi-Fi Modem Router,routers,1.0,0.032679738562091505,1.0
Balujas Men Sandals,men sandals,1.0,0.4166666666666667,1.0
PRINT SHAPES mind haker Laptop Skin with Mouse pad Combo Set,mind haker laptop skin mouse,1.0,0.011013215859030838,1.0
Stuffcool Troop Type C USB USB Hub,usb gadgets,1.0,0.04132231404958678,1.0
MPCI Stone Bracelet,bracelets,1.0,0.02577319587628866,1.0
"Jewel Touch Boutique Blue Tassel Decorated Weave Design Alloy, Acrylic Necklace",necklaces,1.0,0.003961965134706815,1.0
Royal Men's Pathani Suit Set,men pathani suit set,1.0,0.0010113268608414239,1.0
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",tops,1.0,0.015015015015015015,1.0
Jewel Paradise Brass Plated Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Wonderland Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Allure Auto CM 993 Car Mat Volkswagen Polo Cross,car mats,1.0,0.01160092807424594,1.0
Wolfie RibbonMaroon118 Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Chimp Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
ELLE Girl's Red Romper,girl red romper,1.0,0.0010113268608414239,1.0
Ishin Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Jaipur Raga Lord Krishna Showpiece  -  14 cm,showpieces,1.0,0.04716981132075472,1.0
Nod'R Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
BrandTrendz Cotton Solid Patiala,cotton solid patiala,1.0,1.0,1.0
Allure Auto CM 258 Car Mat Tata Indigo Marina,car mats,1.0,0.01160092807424594,1.0
Numero Uno Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"UpTown Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Oxyglow Diamond Facial Kit & Oxynourshing Massage Cream,combos kits,1.0,0.08928571428571429,1.0
Aroma Comfort Polyester Multi Color Striped Rod pocket Long Door Curtain,polyester multi color striped rod,1.0,0.009124087591240875,1.0
Omtex Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Riot Jeans Casual Sleeveless Printed Women's Top,casual sleeveless printed women,1.0,0.0010113268608414239,1.0
Siyas Collection Lac Cubic Zirconia Bangle Set,lac cubic zirconia bangle set,1.0,0.0017686593562079944,1.0
Ploomz Fashion Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Aria Rhodium Sterling Silver Pendant,rhodium sterling silver pendant,1.0,0.8333333333333334,1.0
"LUMBER BOY Self Design Boy's Polo Neck Red, Black T-Shirt",self design polo neck red blac,1.0,0.0010113268608414239,1.0
Grafion Comfortable Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Nimya Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Rk Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Karta Frozen With Calculator & Dual Sharpner Art Plastic Pencil Box,geometry pen pencil boxes,1.0,0.021645021645021644,1.0
Okane Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Meiro Women's High Low Dress,dresses,1.0,0.013966480446927373,1.0
TP-LINK 150 Mbps Wireless AP/Client,routers,1.0,0.032679738562091505,1.0
"Cartier W6701005 Analog Watch  - For Boys, Men",wrist watches,1.0,0.013123359580052493,1.0
JANKI JEWELLERS Alloy Pearl Rhodium Bangle Set,bangles,1.0,0.016233766233766232,1.0
Olvin Aviator Sunglasses,sunglasses,1.0,0.16666666666666666,1.0
Pannkh Printed Single Breasted Casual Women's Blazer,blazers,1.0,0.0010113268608414239,1.0
SNE Book Cover for Swipe MTV Slash 4X 8GB (Wi-Fi 3G),cases covers,1.0,0.007886435331230283,1.0
Rajasthan Crafts Abstract Single Quilts & Comforters Multicolor,blankets quilts dohars,1.0,0.03424657534246575,1.0
We Desi Casual Self Design Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
One For Blue Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Jewelshingar Brass Jewel Set,jewellery,1.0,0.042735042735042736,1.0
Harp Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
Ocean Race Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Emagica Home Security 1 Channel Home Security Camera,home security channel home security ca,1.0,0.021645021645021644,1.0
Bootwale Stylish Casual Shoes Casuals,casual shoes,1.0,0.03067484662576687,1.0
i-KitPit Pouch for Lenovo A369i,mobile pouches,1.0,0.3333333333333333,1.0
Type R G124 110 dB Vehicle Horn,vehicle horns,1.0,0.1282051282051282,1.0
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",tops,1.0,0.015015015015015015,1.0
Cinthol Deo Spray - Dive + Energy Combo Set,combos,1.0,0.016181229773462782,1.0
"Mynte Solid Women's Cycling Shorts, Gym Shorts, Swim Shorts",shorts,1.0,0.1,1.0
Perucci PC-501B & PC-226 Decker Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
"Femninora Women's Solid Casual, Formal Shirt",shirts,1.0,0.004105090311986864,1.0
Subh-Akriti Assorted Artificial Plant,assorted artificial plant 66 cm gr,1.0,0.006711409395973154,1.0
Babeezworld Baby Boy's Romper,baby boy romper,1.0,0.20833333333333334,1.0
Gemstone Pioneer Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Dr. Scholl Rachel Women Flats,flats,1.0,0.06097560975609756,1.0
Glus Transy Back Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Tiedribbons Meri Maa Gift For Mom Tile Showpiece  -  28 cm,showpieces,1.0,0.04716981132075472,1.0
No Code Party Full Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
BlueStone The Dali White Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Dynex Digital Full Size Headphone Dx-Hp550 Headphones,digital size headphone dx hp550 headp,1.0,0.005720823798627002,1.0
Maggie Women's Maxi Dress,dresses,1.0,0.013966480446927373,1.0
GoodwillImpex Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Oviyon Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
