query_product,query_leaf_category,precision@5,recall,average_precision
SPECIES Striped Round Neck Women's Sweater,sweaters pullovers,1.0,0.7142857142857143,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
925 Silver Silver Bracelet,bracelets,1.0,0.02577319587628866,1.0
ETTI Wood Necklace,necklaces,1.0,0.003961965134706815,1.0
Just Henry Men's Solid Formal Shirt,formal shirts,1.0,0.05102040816326531,1.0
Ishin Women's Layered Dress,dresses,1.0,0.013966480446927373,1.0
Voylla Artificial Beaded Textured Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
"Jewel Touch Alloy, Resin Bracelet Set",bracelets,1.0,0.02577319587628866,1.0
DeStudio Extra Large WALL STICKER Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Bodycare Checkered Boy's Boxer,checkered boy boxer pack,1.0,0.0010113268608414239,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Speedwav Bike Loud Hooter Dog -Hero Hunk 200 dB Vehicle Horn,vehicle horns,1.0,0.1282051282051282,1.0
Silver Shoppee Valentine Special Brooch,valentine special brooch gold,1.0,0.0017686593562079944,1.0
Aroma Care Black Nail Polish Combo 1706201621 144 ml,black nail polish combo 1706201621 14,1.0,0.00865051903114187,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Fab Fashion Mickey Mouse Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Karatcraft Rombus Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Aroma Comfort Polyester Purple Printed Eyelet Window Curtain,polyester purple printed eyelet wi,1.0,0.009124087591240875,1.0
Womens Trendz Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Jewelizer Crystal Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Being Fab Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
"Envy 1000 Nitro,Dark Combo Set",combos,1.0,0.016181229773462782,1.0
Voylla Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Perucci PCC-502C Decker Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Shilpkala Casual Sleeveless Embellished Women's Top,tops,1.0,0.015015015015015015,1.0
Vero Moda Casual Short Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Vismay Creation Metal Bangle,bangles,1.0,0.016233766233766232,1.0
Vatsalya Creation Pretty Rani Zinc Jewel Set,jewellery,1.0,0.042735042735042736,1.0
HP Pavilion DV6-2059eo 6 Cell Laptop Battery,batteries,1.0,0.07692307692307693,1.0
Services Junction Beautiful Black and Purple color Diamond Ganesh idol For Gift Showpiece  -  5 cm,beautiful black purple col,1.0,0.006711409395973154,1.0
"Voylla Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Vulcan Knight Lace Up Shoes,formal shoes,1.0,0.11363636363636363,1.0
BrandTrendz Cotton Solid Patiala,cotton solid patiala,1.0,1.0,1.0
"Village Handicrafts Brass, Rose Gold Plated Aluminum, Bone, Resin Necklace",necklaces,1.0,0.003961965134706815,1.0
Springwel Single Spring Mattress,single spring mattress 1981 199999999,1.0,0.036231884057971016,1.0
Da Intimo Seamless Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Fuson Back Cover for Samsung Galaxy J7,cases covers,1.0,0.007886435331230283,1.0
Shoperite Black And White Singer A5 Notebook Ring Bound,office supplies,1.0,0.23809523809523808,1.0
Cation Casual 3/4 Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
T-shirt Company Full Sleeve Solid Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
Mask Lifestyle Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
"Simoco 7 W, 9 W, 12 W LED Bulb",bulbs,1.0,0.15625,1.0
Caratcents Gold Diamond Yellow Gold 14 K Ring,rings,1.0,0.008635578583765112,1.0
Yepme Full Sleeve Solid Men's Jacket,jackets,1.0,0.2631578947368421,1.0
Numero Uno Solid Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
Nourish Cardboard 2-O- Folder,cardboard folder set black,1.0,0.021645021645021644,1.0
Speedo Endurance10+Raceback Solid Women's,endurance10 raceback solid women,1.0,0.0010113268608414239,1.0
Being Fab Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Wrogn Solid Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Morpunc Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Kasturi Women's Solid Casual Denim Shirt,shirts,1.0,0.004105090311986864,1.0
Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle Set,alloy zircon 18k yellow gold bangle,0.6,0.5,0.6
Elisabetta Bartolli Party Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++,sunscreen,1.0,0.18518518518518517,1.0
Vox Pop Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
OSS-FUEL M 1-st1b--nike-m Arm Sleeve,st1b nike arm sleeve grey black,1.0,0.006082725060827251,1.0
Fluid FU203-OR01 Analog-Digital Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Sumeet Hard Anodised 12 Kadhai 2 L,woks kadhais,1.0,0.06944444444444445,1.0
Kalash Kadhai 3.5 L,woks kadhais,1.0,0.06944444444444445,1.0
Einführung in die Kernphysik,nuclear,1.0,0.5,1.0
Life by Shoppers Stop Women's Gathered Dress,dresses,1.0,0.013966480446927373,1.0
Imported Smiley With Cover Rolling Pizza Cutter,pizza cutters,1.0,0.10416666666666667,1.0
Craftter Elephant Square Wall Lamp,office supplies,1.0,0.23809523809523808,1.0
FabHomeDecor Fabric Double Sofa Bed,fabric double sofa bed finish colo,1.0,0.036231884057971016,1.0
Shopping Karega Casual Printed Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
East West Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Antilia Femme Solid Women's Tunic,tunics,1.0,0.20833333333333334,1.0
Allure Auto CM 690 Car Mat Tata Sumo Grande,car mats,1.0,0.01160092807424594,1.0
Leaf Men's Solid Formal Shirt,formal shirts,1.0,0.05102040816326531,1.0
Good Way Organge Ginger Lip Balm Ginger,organge ginger lip balm ginger,1.0,0.00865051903114187,1.0
Numero Uno Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Shashvat Jewels Yellow Gold Diamond 14 K Ring,rings,1.0,0.008635578583765112,1.0
Ploomz Fashion Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Prestige Deluxe Plus 10 L Pressure Cooker,pressure cookers pans,1.0,1.0,1.0
Vastradi Alloy Brass Bangle Set,bangles,1.0,0.016233766233766232,1.0
Allure Auto CM 968 Car Mat Tata Indigo Marina,car mats,1.0,0.01160092807424594,1.0
Asus RT-N12C1 Router,routers,1.0,0.032679738562091505,1.0
Klaur Melbourne Women Heels,heels,1.0,0.04424778761061947,1.0
Anuradha Art Chabi Challa Brooch,chabi challa brooch gold red,1.0,0.0017686593562079944,1.0
KB's Rolling Wheel Pizza Cutter,pizza cutters,1.0,0.10416666666666667,1.0
Oxyglow Fruit Massage Cream With Vitamin-E & Oryza Veg Peel,combos kits,1.0,0.08928571428571429,1.0
Tucasa LG-295 Table Lamp,lg 295 table lamp 15 cm multicolor,1.0,0.006711409395973154,1.0
Eventz Gifts Allah Showpiece  -  20 cm,religious idols,1.0,0.1,1.0
Kiosha Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Voylla Alloy Zircon Yellow Gold Bangle Set,bangles,1.0,0.016233766233766232,1.0
Mxofere Combo Lemongrass Jasmine Sandal Turmeric Lavender Anti Acne Soap Kit,combos kits,1.0,0.08928571428571429,1.0
Jewel Paradise Brass Plated Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Arghyam Ganesha Showpiece  -  4.2 cm,religious idols,1.0,0.1,1.0
BlueStone The Glamour Fiesta Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Harpa Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
My Foot Women Flats,flats,1.0,0.06097560975609756,1.0
Bedazzle Women's Checkered Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Wajbee Casual 3/4 Sleeve Solid Women's Top,casual sleeve solid women,0.8,0.8,0.8
SNE Book Cover for BSNL Penta T-PAD,cases covers,1.0,0.007886435331230283,1.0
NEXASHOP Solid Women's Boxer,solid women boxer pack,1.0,0.0010113268608414239,1.0
Maayin Plain Heart - Silver Sterling Silver Sterling Silver Stud Earring,earrings,1.0,0.06756756756756757,1.0
Karatcraft Gracilus Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Clovia Women's Full Coverage Bra,women coverage bra,1.0,0.21739130434782608,1.0
Rakam Gold Diamond Yellow Gold 18 K Ring,rings,1.0,0.008635578583765112,1.0
Silk Dori Casual Printed Women's Kurti,kurti,1.0,0.3333333333333333,1.0
Salona Bichona Casual Printed Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
Frabjous German silver Rings For Women Alloy Zircon Toe Ring,german silver rings women alloy zir,0.4,1.0,1.0
"fashion rudraksh Embroidered Women's Lehenga, Choli and Dupatta Set",embroidered women lehenga ch,1.0,0.0010113268608414239,1.0
Luxemburg Bandaeu Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
"DailyObjects Back Cover for Apple iPad 2, 3, 4",cases covers,1.0,0.007886435331230283,1.0
FURNISHINGLAND Green Silk Carpet,green silk carpet 60 cm 180 cm,1.0,0.009124087591240875,1.0
Allure Auto CM 430 Car Mat Chevrolet Cruze,car mats,1.0,0.01160092807424594,1.0
Pazel Slim Fit Men's Jeans,jeans,1.0,0.044642857142857144,1.0
Ela Crystal Necklace,necklaces,1.0,0.003961965134706815,1.0
Aroma Comfort Polyester Multicolor Plain Eyelet Window Curtain,polyester multicolor plain eyelet,1.0,0.009124087591240875,1.0
Imlee Mojaris,mojaris,1.0,0.0049504950495049506,1.0
Imagination Casual Full Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Hoopoe Decor Large Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
The Vanca Formal Sleeveless Printed Women's Top,tops,1.0,0.015015015015015015,1.0
Tia by Ten on Ten Perla Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Bombay High Women's Checkered Casual Shirt,shirts,1.0,0.004105090311986864,1.0
DeStudio Tiny Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Voylla Precious Plain Yellow Gold Diamond Yellow Gold 14 K Ring,rings,1.0,0.008635578583765112,1.0
Karatcraft Sweet Flower Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,aroma oils,1.0,0.7142857142857143,1.0
"Fastrack 9912PP09 Tees Analog Watch  - For Men, Women",wrist watches,1.0,0.013123359580052493,1.0
Mrigya Alloy Bangle Set,bangles,1.0,0.016233766233766232,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Bombay High Women's Polka Print Formal Shirt,shirts,1.0,0.004105090311986864,1.0
JDX Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Buckle Up Chick Party Wear Shoes,casual shoes,1.0,0.03067484662576687,1.0
Rajesh Digital Anniversary-57 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
"Gifts By Meeta Color, Balloon Holi Combo",color balloon holi combo,1.0,0.006711409395973154,1.0
Allure Auto CM 575 Car Mat Chevrolet Sail,car mats,1.0,0.01160092807424594,1.0
Ozel Studio Casual Sleeveless Printed Women's Top,tops,1.0,0.015015015015015015,1.0
Regent Analog 28 cm Dia Wall Clock,wall clocks,1.0,0.09803921568627451,1.0
Printland CMW1649 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Zephyrr Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Rockmantra Abstract Shep Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
DeStudio Tiny Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Cation Casual 3/4 Sleeve Printed Women's Top,tops,1.0,0.015015015015015015,1.0
Voylla Alloy Crystal Yellow Gold Bangle,bangles,1.0,0.016233766233766232,1.0
"F Fashion Stylus Women's Printed Casual, Formal Shirt",shirts,1.0,0.004105090311986864,1.0
Silver Prince Designer Silver Jewel Set,jewellery,1.0,0.042735042735042736,1.0
Rega IT Hp Pavilion G4-1302AX G4-1302TU (65) 65 Adapter,adapters,1.0,0.4166666666666667,1.0
Cotonex Multicolor Cotton Kitchen Linen Set,multicolor cotton kitchen linen set pac,1.0,0.009124087591240875,1.0
Regent Analog 31 cm Dia Wall Clock,wall clocks,1.0,0.09803921568627451,1.0
Raymond Abstract Double Blanket Red,blankets quilts dohars,1.0,0.03424657534246575,1.0
"UpTown Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
"Foot Furnish Girls, Women Wedges",girls women wedges,1.0,0.0049504950495049506,1.0
Wajbee Full Sleeve Solid Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
TWISHA Printed Kurti & Salwar,printed kurti salwar,1.0,0.012953367875647668,1.0
AMY smart city 2 A5 Notebook Spiral Bound,office supplies,1.0,0.23809523809523808,1.0
NIRLON Classic Pan 25 cm diameter,classic pan 25 cm diameter aluminium,1.0,0.009633911368015413,1.0
Karsci Men's Solid Lounge Wear Shirt,formal shirts,1.0,0.05102040816326531,1.0
Falconoverseas Fashion Brass Choker,necklaces,1.0,0.003961965134706815,1.0
Roller Derby Trac Star Quad Roller Skates - Size 12-2 US,skates,1.0,0.8333333333333334,1.0
Aroma Comfort Polyester Brown Geometric Eyelet Door Curtain,polyester brown geometric eyelet,1.0,0.009124087591240875,1.0
Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Senterlan 2323 Navy Blue,2323 navy blue multicolor rucksack,1.0,0.037037037037037035,1.0
My Addiction Women's Floral Print Casual Shirt,shirts,1.0,0.004105090311986864,1.0
X360 905 24.675 L Backpack,backpacks,1.0,0.11904761904761904,1.0
Karatcraft Two lives meeting Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Anherb Sunscreen Lotion - SPF 20 PA+,sunscreen,1.0,0.18518518518518517,1.0
Thelostpuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Printland PMR1893 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Vaishna Fashion Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Anand's Chameli Feather Shuttle  - White,chameli feather shuttle white medium,1.0,0.037037037037037035,1.0
AMY Beautuful Diana Penty Face A5 Notebook Spiral Bound,office supplies,1.0,0.23809523809523808,1.0
Khanna Jupiter Board & Art Paper Box File,board art paper box file set,1.0,0.021645021645021644,1.0
Nivia School Lace Up Shoes,school shoes,1.0,0.625,1.0
Numero Uno Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Anuradha Art Designer Brooch,designer brooch silver,1.0,0.0017686593562079944,1.0
Hoowks Trendz Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
I Am For You Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Manirathnum Manirathnum silver Gemstone Silver Ring Sterling Silver NA Brass NA K Ring,silver gemstone silver,1.0,0.0017686593562079944,1.0
Candy House Solid Men's Polo Neck T-Shirt,solid men polo neck shirt pack,1.0,0.2,1.0
NE Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Sonata 7007YL09 Essentials Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Handloomhub Polyester Maroon Self Design Eyelet Long Door Curtain,curtains,1.0,0.049019607843137254,1.0
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",bracelets armlets,1.0,0.15625,1.0
OEM 170822 Bike Side Stand,170822 bike stand,1.0,0.006082725060827251,1.0
Petshop7 PS7DB0049 L Pet Bed,furniture,1.0,0.08771929824561403,1.0
Fullcutdiamond FCDR8261R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,rings,1.0,0.008635578583765112,1.0
Www.Thepaper.Asia Floral Flowers Art Canvas Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
Meira Women's A-line Dress,dresses,1.0,0.013966480446927373,1.0
Easy Gardening Home Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
FabAlley Casual Short Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Orange Plum Women's Floral Print Casual Shirt,shirts,1.0,0.004105090311986864,1.0
AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Toyota Corolla Altis Sun Shade For Toyota Corolla,exclusive barbie doll sunshade curtain,1.0,0.17857142857142858,1.0
Noble Faith Casual Sleeveless Printed Women's Top,tops,1.0,0.015015015015015015,1.0
FashBlush Pretty Forever New Summer Multi Bead Chain Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
ShopSince Plain Single Electric Blanket Multicolour,blankets quilts dohars,1.0,0.03424657534246575,1.0
Voylla Orange And White Colored With Pacchi Work Alloy Jewel Set,jewellery,1.0,0.042735042735042736,1.0
Maxima 04615CMGY Gold Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Bonhomie Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Anti Gravity Black 05102 Rucksack  - 60 L,black 05102 rucksack 60 05102,1.0,0.024390243902439025,1.0
Rock Rocket Desktop Charger 6950290687051 USB USB Hub,usb gadgets,1.0,0.04132231404958678,1.0
Uptownie Lite Party Short Sleeve Floral Print Women's Top,tops,1.0,0.015015015015015015,1.0
Home Genie Combo of Finger Separator & Nail Filer,combo finger separator nail file,1.0,0.00865051903114187,1.0
Jazzup Solid Girl's Track Pants,track pants,1.0,0.13157894736842105,1.0
C9 Women's Sports Bra,women sports bra,1.0,0.7142857142857143,1.0
GetAbhi Printed Tie,ties,1.0,0.09803921568627451,1.0
JJC LH-88C  Lens Hood,lens hoods,1.0,0.11363636363636363,1.0
Tapyti Casual Short Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Minerva Naturals Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Allure Auto CM 1787 Car Mat Maruti Ritz,car mats,1.0,0.01160092807424594,1.0
One For Blue Animal Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",wrist watches,1.0,0.013123359580052493,1.0
JBC Collection Cotton Printed Single Bedsheet,cotton printed single bedsheet,1.0,1.0,1.0
Royalminchem Metal Bangle Set,bangles,1.0,0.016233766233766232,1.0
Rialto Boots,boots,1.0,0.05,1.0
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",bracelets armlets,1.0,0.15625,1.0
"SRK GROUPS Aluminium, Wooden Home Temple",aluminium wooden home temple height,1.0,0.036231884057971016,1.0
"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter",19 5v 9a replacement charger vaio,1.0,0.29411764705882354,1.0
Huetrap Graphic Print Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Wrogn Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
RETAIL SHOP INDIA Printed Girl's Straight Kurta,printed girl straight kurta,1.0,0.0010113268608414239,1.0
Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+,sunscreen,1.0,0.18518518518518517,1.0
Sukkhi Copper Yellow Gold Bangle Set,bangles,1.0,0.016233766233766232,1.0
Diviniti DG Royal Ornamental Size 4 Gurunanak religious wall hanging Showpiece  -  30.5 cm,religious idols,1.0,0.1,1.0
Lal Pet Products Lal1456 XS Pet Bed,furniture,1.0,0.08771929824561403,1.0
Origin Sport Solid Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
La Rochelle Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Softspun Microfiber Multi-purpose Towel,towels,1.0,0.06944444444444445,1.0
Vedika Jewellery Alloy Bangle Set,bangles,1.0,0.016233766233766232,1.0
Jadoo Collections Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Get Glamr Designer Suede Brogues Corporate Casuals,casual shoes,1.0,0.03067484662576687,1.0
Yuuup Temp 2.30 Tempered Glass for Huawei Honor 6,screen protectors,1.0,0.16666666666666666,1.0
Yepme Slip On Shoes,formal shoes,1.0,0.11363636363636363,1.0
Grafion Fashion Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
People Casual Short Sleeve Printed Women's Top,tops,1.0,0.015015015015015015,1.0
MICROi HD AHD DVR 4 Channel Home Security Camera,hd ahd dvr channel home security camera,1.0,0.021645021645021644,1.0
Kjaggs Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Kaxiaa Women's A-line Dress,dresses,1.0,0.013966480446927373,1.0
"AdroitZ 1 Black & Orange Two Wheeler Cover, 2 Black Arm sleeves Combo",black orange wheeler cover bl,1.0,0.006082725060827251,1.0
Alisha Solid Women's Cycling Shorts,shorts,1.0,0.1,1.0
Viral Shopping Steering Cover For Mahindra XUV 500,steering covers,1.0,0.625,1.0
Bracevor Laptop Case for Apple Macbook Pro Retina 13.3 inch,cases covers,1.0,0.007886435331230283,1.0
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",cases covers,1.0,0.007886435331230283,1.0
Karatcraft Soliari Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Grafion Comfort Feel Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Intex Baby Bed Inflatable Interactive,inflatable products,1.0,0.012953367875647668,1.0
Bhalaria Oval Dessert Fork Stainless Steel Dessert Fork Set,oval dessert fork stainless steel desse,1.0,0.009633911368015413,1.0
Kimmy Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
First Smart Deal Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Vivity Plain Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
The Vanca Sleeveless Solid Men's Jacket,jackets,1.0,0.2631578947368421,1.0
Clublaptop HP HSTNN-Q33C HSTNN-W20C HSTNN-W34C HSTNN-XB32 6 Cell Laptop Battery,batteries,1.0,0.07692307692307693,1.0
Dhrohar Black Geometric Irregular Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Vivity Women's Plunge Bra,bras,1.0,0.006273525721455458,1.0
Via Italia Baby Girl's Gathered Dress,baby girl gathered dress,1.0,1.0,1.0
United Colors of Benetton Girl's Trousers,trousers,1.0,0.078125,1.0
Times 119B0119 Sports Analog Watch  - For Boys,wrist watches,1.0,0.013123359580052493,1.0
"Layer'r Shot Compact Shock,Impact And Turbo Body Spray (Pack Of 3) Combo Set",combos,1.0,0.016181229773462782,1.0
Identiti Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
DesiPanache Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
DeStudio Small Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
"Oxyglow Fruit Massage Cream With Vitamin-E & Aleo Vera, Apple Face Massage Gel",combos kits,1.0,0.08928571428571429,1.0
Vetra E00TY104 Multifunction Car Tray For Tata Sumo Grand Cup Holder Car Tray Table,e00ty104 multifunction car tray tata,1.0,0.006082725060827251,1.0
Allure Auto CM 1239 Car Mat Skoda Fabia,car mats,1.0,0.01160092807424594,1.0
Aussehen Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Unique Design Canon 10 Inch Showpiece  -  12 cm,ethnic,1.0,0.038461538461538464,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Jewels Guru Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Klassik Animal Embroided Art Soft Fur Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
AdroitZ Premium Phone Socket Holder For Palm Treo 755p,premium phone socket holder palm tre,1.0,0.005720823798627002,1.0
Gift Island SW13391B Fashionin Digital Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Sarah Metal Bangle,bangles,1.0,0.016233766233766232,1.0
Oviyon Printed Men's V-neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
PURYS Women's Shrug,women shrug,1.0,0.5555555555555556,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Raaisin Dupont Tyvek Car Cover For Astra,dupont tyvek car cover astra,1.0,0.006082725060827251,1.0
Van Heusen Slim Fit Men's Trousers,trousers,1.0,0.078125,1.0
U. R. GOD Business / Visiting 20 Card Holder,business visiting 20 card holder se,1.0,0.024390243902439025,1.0
FashBlush Forever Gold Chain Gemstone Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Adimani Alloy Bangle,bangles,1.0,0.016233766233766232,1.0
Allure Auto CM 1548 Car Mat Toyota Corolla,car mats,1.0,0.01160092807424594,1.0
Adhaans Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Allure Auto CM 1891 Car Mat Hyundai Grand i10,car mats,1.0,0.01160092807424594,1.0
Allure Auto CM 1460 Car Mat Hyundai Elantra,car mats,1.0,0.01160092807424594,1.0
Hotpiper Designer Silver Rhodium Plated Acrylic Necklace,necklaces,1.0,0.003961965134706815,1.0
Allure Auto CM 61 Car Mat Mahindra Scorpio,car mats,1.0,0.01160092807424594,1.0
Get Glamr Women Wedges,wedges,1.0,0.029069767441860465,1.0
MK Teddy Minion double eye  - 35 cm,soft toys,1.0,0.5555555555555556,1.0
DressBerry Crystal Enamel Plated Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
Winfield Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Sassafras Full Sleeve Solid Women's Jacket,winter jackets,1.0,0.625,1.0
GND Wired Earphones Dynamic Handsfree Wired Headset,wired earphones dynamic handsfree wired head,1.0,0.005720823798627002,1.0
Aroma Care Intense Color Nail Polish Combo 175027 49.5 ml,intense color nail polish combo 17502,1.0,0.00865051903114187,1.0
HomeeHub Polyester Multicolor Self Design Eyelet Door Curtain,curtains,1.0,0.049019607843137254,1.0
"Park Avenue Believe Deodorant ,Orignal EDP Combo Set",combos,1.0,0.016181229773462782,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Indidecor Double Magic Magnet Slate,double magic magnet slate red pink,1.0,0.018796992481203006,1.0
Yuccabe Italia Stoic Yellow Self Watering Planter Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
SMART TRADERS Girls Wedges,girls wedges,1.0,0.0049504950495049506,1.0
Chipchop Baby Girl's Empire Waist Blue Dress,baby girl empire waist blue dress,1.0,0.012953367875647668,1.0
Miss Chase Women's Sheath Dress,dresses,1.0,0.013966480446927373,1.0
Discovery Toys MarbleworksÃ¢Â® Marble Run Starter Set By,marbleworks marble run starte,1.0,0.018796992481203006,1.0
FashBlush Chic Bead And Crystal Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
925 Silver Silver Bracelet,bracelets,1.0,0.02577319587628866,1.0
Oviyon Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
